datetime,direction,toll_point,rate,pbm_rate
2018-04-01 11:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 11:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 11:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 11:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 11:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 12:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 12:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 12:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 12:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 12:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 12:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 12:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 12:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 13:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 13:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 13:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 13:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 13:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 13:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 13:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 13:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 14:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 14:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 14:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 14:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 14:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 14:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 14:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 14:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 15:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 15:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 15:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 15:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 15:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 15:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 15:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 15:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 15:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 15:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 16:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 16:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 16:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 16:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 16:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 16:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 16:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 16:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 16:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 16:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 16:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 16:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 17:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 17:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 17:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 17:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 17:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 17:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 17:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 17:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 17:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 17:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 18:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 18:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 18:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 18:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 18:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 18:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 18:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 18:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 18:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 18:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 18:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 18:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 19:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 19:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 19:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 19:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 19:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 19:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 19:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 19:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 19:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 19:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 19:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 20:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 20:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 20:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 20:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 20:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 20:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 20:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 20:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 20:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 20:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 20:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 20:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 21:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 21:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 21:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 21:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 21:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 21:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 21:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 21:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 21:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 21:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 21:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 21:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 22:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 22:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 22:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 22:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 22:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 22:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 22:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 22:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 22:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 22:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 22:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 22:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 23:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 23:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 23:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 23:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 23:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 23:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 23:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 23:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 23:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 23:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 23:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 23:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 00:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 00:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 00:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 00:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 00:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 00:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 00:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 00:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 00:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 00:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 00:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 00:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 01:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 01:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 01:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 01:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 01:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 01:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 01:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 01:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 01:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 01:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 01:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 02:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 02:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 02:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 02:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 02:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 02:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 02:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 02:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 03:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 03:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 03:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 03:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 03:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 03:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 03:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 03:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 04:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 04:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 04:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 04:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 04:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 04:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 04:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 04:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 05:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 05:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 05:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 05:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 05:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 05:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 05:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 05:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 06:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 06:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 06:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 06:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 06:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 06:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 06:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 06:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 07:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 07:00:00,SB,2222 to 5th/CVZ,1.01,1.34
2018-04-02 07:00:00,SB,Parmer to 2222,0.69,0.91
2018-04-02 07:00:00,SB,Parmer to 5th/CVZ,2.0,2.66
2018-04-02 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 07:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 07:30:00,SB,2222 to 5th/CVZ,2.03,2.69
2018-04-02 07:30:00,SB,Parmer to 2222,1.67,2.22
2018-04-02 07:30:00,SB,Parmer to 5th/CVZ,3.7,4.92
2018-04-02 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 08:00:00,NB,CVZ to 183,0.55,0.73
2018-04-02 08:00:00,NB,CVZ to Parmer,0.8,1.06
2018-04-02 08:00:00,SB,2222 to 5th/CVZ,2.91,3.87
2018-04-02 08:00:00,SB,Parmer to 2222,2.11,2.8
2018-04-02 08:00:00,SB,Parmer to 5th/CVZ,5.12,6.8
2018-04-02 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 08:30:00,NB,CVZ to 183,0.72,0.95
2018-04-02 08:30:00,NB,CVZ to Parmer,0.97,1.29
2018-04-02 08:30:00,SB,2222 to 5th/CVZ,2.94,3.91
2018-04-02 08:30:00,SB,Parmer to 2222,2.05,2.72
2018-04-02 08:30:00,SB,Parmer to 5th/CVZ,5.05,6.71
2018-04-02 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 09:00:00,NB,CVZ to 183,0.57,0.75
2018-04-02 09:00:00,NB,CVZ to Parmer,0.82,1.09
2018-04-02 09:00:00,SB,2222 to 5th/CVZ,3.16,4.2
2018-04-02 09:00:00,SB,Parmer to 2222,1.86,2.47
2018-04-02 09:00:00,SB,Parmer to 5th/CVZ,5.02,6.67
2018-04-02 09:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 09:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 09:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 09:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 09:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 09:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 10:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 10:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 10:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 10:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 10:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 10:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 10:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 10:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 11:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 11:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 11:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 11:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 11:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 11:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 11:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 11:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 12:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 12:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 12:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 12:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 12:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 12:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 12:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 12:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 13:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 13:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 13:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 13:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 13:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 13:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 13:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 13:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 14:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 14:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 14:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 14:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 14:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 14:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 14:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 14:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 15:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 15:00:00,SB,2222 to 5th/CVZ,0.83,1.1
2018-04-02 15:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 15:00:00,SB,Parmer to 5th/CVZ,1.18,1.56
2018-04-02 15:30:00,NB,2222 to Parmer,0.42,0.55
2018-04-02 15:30:00,NB,CVZ to 183,1.16,1.54
2018-04-02 15:30:00,NB,CVZ to Parmer,1.58,2.1
2018-04-02 15:30:00,SB,2222 to 5th/CVZ,1.71,2.27
2018-04-02 15:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 15:30:00,SB,Parmer to 5th/CVZ,1.96,2.6
2018-04-02 16:00:00,NB,2222 to Parmer,1.52,2.02
2018-04-02 16:00:00,NB,CVZ to 183,2.71,3.6
2018-04-02 16:00:00,NB,CVZ to Parmer,4.23,5.62
2018-04-02 16:00:00,SB,2222 to 5th/CVZ,2.67,3.55
2018-04-02 16:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 16:00:00,SB,Parmer to 5th/CVZ,2.92,3.88
2018-04-02 16:30:00,NB,2222 to Parmer,3.58,4.76
2018-04-02 16:30:00,NB,CVZ to 183,4.47,5.94
2018-04-02 16:30:00,NB,CVZ to Parmer,8.05,10.7
2018-04-02 16:30:00,SB,2222 to 5th/CVZ,3.95,5.25
2018-04-02 16:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 16:30:00,SB,Parmer to 5th/CVZ,4.2,5.58
2018-04-02 17:00:00,NB,2222 to Parmer,4.13,5.49
2018-04-02 17:00:00,NB,CVZ to 183,4.32,5.74
2018-04-02 17:00:00,NB,CVZ to Parmer,8.45,11.23
2018-04-02 17:00:00,SB,2222 to 5th/CVZ,3.91,5.2
2018-04-02 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 17:00:00,SB,Parmer to 5th/CVZ,4.16,5.53
2018-04-02 17:30:00,NB,2222 to Parmer,4.53,6.02
2018-04-02 17:30:00,NB,CVZ to 183,3.57,4.74
2018-04-02 17:30:00,NB,CVZ to Parmer,8.1,10.77
2018-04-02 17:30:00,SB,2222 to 5th/CVZ,4.99,6.63
2018-04-02 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 17:30:00,SB,Parmer to 5th/CVZ,5.24,6.96
2018-04-02 18:00:00,NB,2222 to Parmer,4.68,6.22
2018-04-02 18:00:00,NB,CVZ to 183,3.27,4.34
2018-04-02 18:00:00,NB,CVZ to Parmer,7.95,10.57
2018-04-02 18:00:00,SB,2222 to 5th/CVZ,3.42,4.54
2018-04-02 18:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 18:00:00,SB,Parmer to 5th/CVZ,3.67,4.88
2018-04-02 18:30:00,NB,2222 to Parmer,0.38,0.5
2018-04-02 18:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 18:30:00,NB,CVZ to Parmer,0.63,0.83
2018-04-02 18:30:00,SB,2222 to 5th/CVZ,1.51,2.0
2018-04-02 18:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 18:30:00,SB,Parmer to 5th/CVZ,1.76,2.34
2018-04-02 19:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 19:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 19:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 19:00:00,SB,2222 to 5th/CVZ,0.51,0.67
2018-04-02 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 19:00:00,SB,Parmer to 5th/CVZ,0.76,1.01
2018-04-02 19:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 19:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 19:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 19:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 19:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 19:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 20:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 20:00:00,NB,CVZ to 183,0.25,0.33
2018-04-02 20:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 20:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 20:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 20:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 20:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 20:30:00,NB,CVZ to 183,0.25,0.33
2018-04-02 20:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-02 20:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-02 20:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-02 20:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-02 21:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-02 21:00:00,NB,CVZ to 183,0.25,0.33
